street,suburb,government_area,market,country,country_code,is_location_exact,type,Latitude,Longitude
Sheung Wan,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,False,Point,22.28354,114.14881
Brooklyn,Flatbush,East Flatbush,New York,United States,US,True,Point,40.6536,-73.94883
Newport,Sydney,Pittwater,Sydney,Australia,AU,True,Point,-33.65212,151.31572
Rio de Janeiro,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,False,Point,-22.98376501071312,-43.19841687233581
铜锣湾,Eastern District,Wan Chai,Hong Kong,Hong Kong,HK,True,Point,22.28186,114.18651
Brooklyn,Brooklyn,Bedford-Stuyvesant,New York,United States,US,True,Point,40.69034,-73.95321
Kailua,Kailua,Koolaupoko,Oahu,United States,US,True,Point,21.37812,-157.74147
Honolulu,Oʻahu,Primary Urban Center,Oahu,United States,US,True,Point,21.2837,-157.83937
Captain Cook,Island of Hawaiʻi,South Kona,The Big Island,United States,US,True,Point,19.20636,-155.89926
九龍,Jordan,Yau Tsim Mong,Hong Kong,Hong Kong,HK,False,Point,22.30549,114.17127
Darlinghurst,Darlinghurst,Sydney,Sydney,Australia,AU,True,Point,-33.87521,151.22133
büyükada,Istanbul,Adalar,Istanbul,Turkey,TR,False,Point,40.862,29.11608
Jamaica ,Jamaica,Jamaica,New York,United States,US,False,Point,40.68135,-73.77835
Volcano,Island of Hawaiʻi,Puna,The Big Island,United States,US,True,Point,19.43344,-155.2403
Brooklyn,Brooklyn,Bay Ridge,New York,United States,US,True,Point,40.63199,-74.02972
New York,East Village,East Village,New York,United States,US,True,Point,40.72808,-73.98763
Barcelona,Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,True,Point,41.37724,2.17831
Barcelona,El Gòtic,el Barri Gòtic,Barcelona,Spain,ES,True,Point,41.37783,2.17774
Kadıköy,Kadıköy,Kadikoy,Istanbul,Turkey,TR,False,Point,40.99459,29.03075
Brooklyn,Brooklyn,Boerum Hill,New York,United States,US,True,Point,40.68779,-73.98517
Barcelona,Vila de Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,True,Point,41.40349,2.15759
Honolulu,Waikiki,Primary Urban Center,Oahu,United States,US,True,Point,21.27971,-157.82696
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.30612,114.17237
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,True,Point,45.49039,-73.58595
香港,Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,False,Point,22.29643,114.17545
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.30515,114.17242
New York,Manhattan,East Harlem,New York,United States,US,True,Point,40.79733,-73.93955
九龍,Jordan,Yau Tsim Mong,Hong Kong,Hong Kong,HK,False,Point,22.30692,114.17106
Barcelona,Sants-Montjuïc,el Poble Sec,Barcelona,Spain,ES,True,Point,41.3719,2.16622
İstanbul,Beşiktaş,Besiktas,Istanbul,Turkey,TR,False,Point,41.04095,29.00425
Barcelona,Sants-Montjuïc,el Poble Sec,Barcelona,Spain,ES,True,Point,41.37249,2.15573
Barcelona,Ciutat Vella,Sant Pere,Barcelona,Spain,ES,True,Point,41.38701,2.17561
Barcelona,Sants-Montjuïc,el Poble Sec,Barcelona,Spain,ES,True,Point,41.37479,2.15566
Fatih,Sultanahmet,Fatih,Istanbul,Turkey,TR,True,Point,41.01001,28.977
Rio de Janeiro,Santa Teresa,Santa Teresa,Rio De Janeiro,Brazil,BR,True,Point,-22.920478977773985,-43.1899284846398
Barcelona,La Nova Esquerra de l'Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,True,Point,41.38005,2.15395
TR,Istanbul,Adalar,Istanbul,Turkey,TR,False,Point,40.87794,29.06648
Sai Kung District,Hong Kong,Sai Kung,Hong Kong,Hong Kong,HK,False,Point,22.31752,114.25746
Şişli,Şişli,Sisli,Istanbul,Turkey,TR,False,Point,41.04902,28.98352
Barcelona,L'Antiga Esquerra de l'Eixample,l'Antiga Esquerra de l'Eixample,Barcelona,Spain,ES,True,Point,41.39193,2.15255
New York,Manhattan,Two Bridges,New York,United States,US,True,Point,40.7113,-73.99442
Brooklyn,Brooklyn,Williamsburg,New York,United States,US,True,Point,40.71353,-73.96216
New York,Manhattan,Gramercy,New York,United States,US,True,Point,40.73598,-73.98161
Barcelona,Sant Martí,la Verneda i la Pau,Barcelona,Spain,ES,False,Point,41.42112,2.20085
Hong Kong,Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,True,Point,22.27681,114.18233
Fatih,Sultanahmet,Fatih,Istanbul,Turkey,TR,False,Point,41.00404,28.98018
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,True,Point,-22.98581619981152,-43.192297491066334
Wailuku,Maui,Kihei-Makena,Maui,United States,US,True,Point,20.79664,-156.5039
New York,Manhattan,Midtown,New York,United States,US,True,Point,40.75482,-73.96776
Koloa,Kauaʻi,Koloa-Poipu,Kauai,United States,US,True,Point,21.88234,-159.47554
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.31915,114.16984
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.28352,114.15076
Honolulu,Honolulu,Primary Urban Center,Oahu,United States,US,True,Point,21.28572,-157.83857
HK,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.28737,114.14238
Woollahra,Woollahra,Woollahra,Sydney,Australia,AU,True,Point,-33.88944,151.23526
Kihei,Maui,Kihei-Makena,Maui,United States,US,True,Point,20.78484,-156.46697
New York,Upper West Side,Upper West Side,New York,United States,US,False,Point,40.78898,-73.97589
New York,Manhattan,East Harlem,New York,United States,US,True,Point,40.78626,-73.94429
New York,Manhattan,Nolita,New York,United States,US,True,Point,40.72404,-73.99529
Montréal,Le Plateau,Ville-Marie,Montreal,Canada,CA,True,Point,45.53481,-73.55985
Şişli,Şişli,Sisli,Istanbul,Turkey,TR,False,Point,41.06018,28.98641
Captain Cook,Island of Hawaiʻi,South Kona,The Big Island,United States,US,True,Point,19.26787,-155.87508
Bundeena,Cronulla,Sutherland Shire,Sydney,Australia,AU,True,Point,-34.08087,151.15761
Sisli,Şişli,Sisli,Istanbul,Turkey,TR,False,Point,41.04768,28.98361
Beaconsfield,Beaconsfield,Sydney,Sydney,Australia,AU,False,Point,-33.90987,151.2009
Barcelona,El Raval,el Raval,Barcelona,Spain,ES,True,Point,41.3791,2.16851
Rio de Janeiro,Leblon,Leblon,Rio De Janeiro,Brazil,BR,True,Point,-22.980690335847203,-43.21889444085009
Fatih,Fatih,Fatih,Istanbul,Turkey,TR,True,Point,41.00359,28.97622
Porto,Porto,Cedofeita,Porto,Portugal,PT,False,Point,41.14366,-8.61825
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,True,Point,45.51625,-73.55495
North Sydney,Neutral Bay,North Sydney,Sydney,Australia,AU,True,Point,-33.84297,151.21478
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.14736,-8.61504
Montréal,Saint-Henri,Le Sud-Ouest,Montreal,Canada,CA,True,Point,45.47348,-73.58664
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.31871,114.17082
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.14507,-8.61655
Sydney ,Lilyfield/Rozelle,Leichhardt,Sydney,Australia,AU,True,Point,-33.86771,151.16994
Rio de Janeiro,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,False,Point,-22.98570388501864,-43.20246232850196
Kailua-Kona,Kailua/Kona,North Kona,The Big Island,United States,US,False,Point,19.61171,-155.97975
New York,Manhattan,Upper West Side,New York,United States,US,True,Point,40.79208,-73.96482
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,False,Point,-23.00273936515431,-43.42564904825581
Brooklyn,Brooklyn,Bushwick,New York,United States,US,True,Point,40.70017,-73.92081
İstanbul,Kadıköy,Kadikoy,Istanbul,Turkey,TR,False,Point,40.98909,29.04503
New York,Manhattan,Washington Heights,New York,United States,US,True,Point,40.83307,-73.93957
Porto,Porto,Aldoar,Porto,Portugal,PT,True,Point,41.15171,-8.67643
Tai Hang (Causeway Bay),Causeway Bay,Wan Chai,Hong Kong,Hong Kong,HK,True,Point,22.27928,114.19243
Barcelona,Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,True,Point,41.40462,2.15884
Mecidiyekoy,Şişli,Sisli,Istanbul,Turkey,TR,False,Point,41.06422,28.99911
Haleiwa,North Shore,North Shore Oahu,Oahu,United States,US,True,Point,21.61601,-158.08687
Brooklyn,Brooklyn,Bedford-Stuyvesant,New York,United States,US,True,Point,40.68174,-73.91365
Brooklyn,Fort Greene,Fort Greene,New York,United States,US,True,Point,40.68675,-73.97713
Tsim Sha Tsui,Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.2982,114.17366
Brooklyn,Bedford-Stuyvesant,Bedford-Stuyvesant,New York,United States,US,True,Point,40.68683,-73.92922
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.51028,-73.57179
Queens,Ridgewood,Ridgewood,New York,United States,US,True,Point,40.71112,-73.91932
Queens,Astoria,Astoria,New York,United States,US,True,Point,40.76964,-73.92117
Kailua-Kona,Kailua/Kona,North Kona,The Big Island,United States,US,False,Point,19.67155,-155.9943
Barcelona,Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,True,Point,41.37903,2.17877
New York,Manhattan,Upper East Side,New York,United States,US,True,Point,40.78465,-73.95735
Queens,Queens,Long Island City,New York,United States,US,True,Point,40.76485,-73.93959
Volcano,Island of Hawaiʻi,Puna,The Big Island,United States,US,True,Point,19.43327,-155.22212
Rio,Leblon,Leblon,Rio De Janeiro,Brazil,BR,True,Point,-22.984126941422254,-43.2285561930115
Barcelona,Gràcia,la Dreta de l'Eixample,Barcelona,Spain,ES,True,Point,41.39796,2.16126
Montréal,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montreal,Canada,CA,True,Point,45.55264,-73.60386
Brooklyn,Greenpoint,Greenpoint,New York,United States,US,True,Point,40.72804,-73.95646
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.28491,114.13508
Rio de Janeiro,Leblon,Leblon,Rio De Janeiro,Brazil,BR,False,Point,-22.98655048520364,-43.23045778723012
Rio de Janeiro,Botafogo,Botafogo,Rio De Janeiro,Brazil,BR,False,Point,-22.941799837438328,-43.179580196689336
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.28515,114.15037
Rio de Janeiro,Catete,Catete,Rio De Janeiro,Brazil,BR,True,Point,-22.92654173922,-43.178454975195
Barcelona,Eixample,Sant Antoni,Barcelona,Spain,ES,True,Point,41.37587,2.15375
Montreal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.52572,-73.58677
Brooklyn,Williamsburg,Williamsburg,New York,United States,US,True,Point,40.70998,-73.94854
Rio de Janeiro,Rio De Janeiro,Centro,Rio De Janeiro,Brazil,BR,True,Point,-22.9106385343457,-43.18273634800831
Rio de Janeiro,Barra da Tijuca,Jacarepaguá,Rio De Janeiro,Brazil,BR,True,Point,-22.970523926945454,-43.39842206377968
Kihei,Kihei/Wailea,Kihei-Makena,Maui,United States,US,True,Point,20.73013,-156.44917
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.14464,-8.61181
Brooklyn,Bushwick,Bushwick,New York,United States,US,True,Point,40.70186,-73.92745
Montréal,Anjou,Anjou,Montreal,Canada,CA,False,Point,45.5993,-73.55486
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,False,Point,-22.980722086375625,-43.18908543651725
Bondi Beach,Bondi Beach,Waverley,Sydney,Australia,AU,True,Point,-33.89172,151.26826
Harris Park,Sydney,Parramatta,Sydney,Australia,AU,True,Point,-33.81861,151.00818
Göztepe,Kadıköy,Kadikoy,Istanbul,Turkey,TR,False,Point,40.97602,29.06318
Rio de Janeiro,Laranjeiras,Laranjeiras,Rio De Janeiro,Brazil,BR,True,Point,-22.93691870901323,-43.19177327893577
Brooklyn,Brooklyn,Brooklyn Heights,New York,United States,US,False,Point,40.69263,-73.99438
Brooklyn ,Brooklyn,Crown Heights,New York,United States,US,False,Point,40.672,-73.94247
Rio de janeiro,Encantado,Encantado,Rio De Janeiro,Brazil,BR,False,Point,-22.89369868524118,-43.30213630920409
Barcelona,Eixample,el Parc i la Llacuna del Poblenou,Barcelona,Spain,ES,True,Point,41.39142,2.183
Causeway Bay,Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,True,Point,22.27878,114.18445
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,False,Point,22.30039,114.17308
Darlington,Darlington,Sydney,Sydney,Australia,AU,True,Point,-33.88848,151.1965
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.29937,114.17546
Montréal,Rosemont-La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,True,Point,45.54904,-73.5824
Istanbul,Şişli,Sisli,Istanbul,Turkey,TR,False,Point,41.05766,28.98327
Woolloomooloo,Woolloomooloo,Sydney,Sydney,Australia,AU,True,Point,-33.86943,151.21842
Queens,Queens,Long Island City,New York,United States,US,True,Point,40.76079,-73.93215
Kihei,Maui,Kihei-Makena,Maui,United States,US,True,Point,20.69735,-156.4409
Mongkok,Mong Kok,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.31463,114.16885
Beyoğlu,Taksim,Beyoglu,Istanbul,Turkey,TR,True,Point,41.03746,28.97483
Vila Nova de Gaia,Porto,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,False,Point,41.13534,-8.60605
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,True,Point,41.39139,2.16424
Beyoğlu,Cihangir,Beyoglu,Istanbul,Turkey,TR,False,Point,41.0344,28.98378
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,True,Point,-22.98369162798043,-43.38281341435767
Montréal,Griffintown,Le Sud-Ouest,Montreal,Canada,CA,True,Point,45.49665,-73.55863
Montréal,Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.51702,-73.57981
Waterloo,Waterloo,Sydney,Sydney,Australia,AU,True,Point,-33.90087,151.21181
New York,Manhattan,Nolita,New York,United States,US,True,Point,40.72182,-73.99449
Rio de Janeiro,Rio De Janeiro,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,False,Point,-23.030647771247256,-43.47716330794789
Montréal,Mile End,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.5221,-73.58715
Montréal,Rosemont-La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,False,Point,45.54566,-73.59462
Kapaa,Kauaʻi,Kapaa-Wailua,Kauai,United States,US,False,Point,22.05273,-159.32835
Barcelona,Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,True,Point,41.39922,2.15761
Rio de Janeiro,Botafogo,Botafogo,Rio De Janeiro,Brazil,BR,True,Point,-22.95295957541284,-43.19254931342515
Bondi,Bondi,Waverley,Sydney,Australia,AU,True,Point,-33.89605,151.26907
Porto,Porto,Lordelo do Ouro e Massarelos,Porto,Portugal,PT,True,Point,41.1455,-8.63001
Newport Beach,Sydney,Pittwater,Sydney,Australia,AU,True,Point,-33.662,151.32223
Wailea-Makena,Kihei/Wailea,Kihei-Makena,Maui,United States,US,True,Point,20.69055,-156.43546
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,True,Point,-23.008791637258927,-43.36453026311119
Pyrmont,Pyrmont,Sydney,Sydney,Australia,AU,True,Point,-33.87351,151.1943
Brooklyn,Park Slope,Park Slope,New York,United States,US,True,Point,40.67549,-73.98057
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.5084,-73.57711
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,False,Point,-23.01165713674064,-43.32809919833523
Rio de Janeiro,Rio De Janeiro,Pechincha,Rio De Janeiro,Brazil,BR,False,Point,-22.93881029842621,-43.356043748726336
Rio de Janeiro,Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,False,Point,-23.02338692141779,-43.49085154894161
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,False,Point,-22.9680008638951,-43.182415799103794
Barcelona,Vilapicina i la Torre Llobeta,Porta,Barcelona,Spain,ES,True,Point,41.43038,2.17935
Pedrouços,Porto,Pedrouços,Porto,Portugal,PT,True,Point,41.18877,-8.58364
Rio de Janeiro,Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,False,Point,-23.015910719795656,-43.45405770602672
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,True,Point,41.39137,2.17434
Porto,Porto,Bonfim,Porto,Portugal,PT,True,Point,41.14543,-8.60033
Koloa,Kauaʻi,Koloa-Poipu,Kauai,United States,US,False,Point,21.87821,-159.46122
HK,Hong Kong,Tuen Mun,Hong Kong,Hong Kong,HK,False,Point,22.38087,113.99074
Rio de Janeiro,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,True,Point,-22.98217661277284,-43.20731407351492
Brooklyn,Bushwick,Bushwick,New York,United States,US,True,Point,40.70126,-73.93285
Şişli,Şişli,Sisli,Istanbul,Turkey,TR,False,Point,41.04747,28.97895
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,True,Point,-23.004059877448853,-43.34951832545693
Vila Nova de Gaia,Porto,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,True,Point,41.13469,-8.60906
Hong Kong,Hong Kong,Tuen Mun,Hong Kong,Hong Kong,HK,True,Point,22.40435,113.9801
Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Barcelona,Spain,ES,True,Point,41.39932,2.14733
Hawaii County,Island of Hawaiʻi,North Hilo,The Big Island,United States,US,False,Point,19.9732,-155.22848
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.15292,-8.61302
Mountain View,Island of Hawaiʻi,Puna,The Big Island,United States,US,True,Point,19.48649,-155.10302
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,False,Point,-22.98839563811481,-43.35843701660095
Barcelona,Les Corts,les Corts,Barcelona,Spain,ES,True,Point,41.38665,2.12933
Montréal,Gay Village,Ville-Marie,Montreal,Canada,CA,True,Point,45.51891,-73.55889
Barcelona,Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,False,Point,41.39726,2.16963
Rio de Janeiro,Rio De Janeiro,Praça Seca,Rio De Janeiro,Brazil,BR,False,Point,-22.89507854707165,-43.34708354191269
Rio de Janeiro,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,True,Point,-22.984148254337534,-43.19423588543599
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.14791,-8.61184
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.14364,-8.61628
Fatih,Sultanahmet,Fatih,Istanbul,Turkey,TR,False,Point,41.00755,28.97218
Tamarama,Tamarama,Waverley,Sydney,Australia,AU,False,Point,-33.89741,151.26982
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,True,Point,-23.00756333438681,-43.33422634714254
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,True,Point,41.39416,2.16365
Şişli,Şişli,Sisli,Istanbul,Turkey,TR,False,Point,41.04478,28.98542
Sydney,Bondi Junction,Waverley,Sydney,Australia,AU,True,Point,-33.89333,151.25656
Bondi Beach,Bondi Beach,Waverley,Sydney,Australia,AU,False,Point,-33.88875,151.27247
Kadıköy,Kadıköy Merkezi,Kadikoy,Istanbul,Turkey,TR,False,Point,40.99743,29.02769
Honolulu,Honolulu,Primary Urban Center,Oahu,United States,US,True,Point,21.27567,-157.82262
Honolulu,Oʻahu,Primary Urban Center,Oahu,United States,US,True,Point,21.27551,-157.82302
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,True,Point,45.48979,-73.58022
Fatih,Fatih,Fatih,Istanbul,Turkey,TR,False,Point,41.00164,28.93254
Fatih,Sultanahmet,Fatih,Istanbul,Turkey,TR,True,Point,41.00733,28.98026
Barcelona,La Sagrada Família,la Sagrada Família,Barcelona,Spain,ES,True,Point,41.40995,2.17502
Istanbul,Beyoglu,Beyoglu,Istanbul,Turkey,TR,True,Point,41.03652,28.98247
Waimea,Island of Hawaiʻi,South Kohala,The Big Island,United States,US,False,Point,20.03697,-155.62344
Honolulu,Honolulu,Primary Urban Center,Oahu,United States,US,False,Point,21.28172,-157.83818
Barra da Tijuca - Rio de Janeiro,Rio De Janeiro,Barra da Tijuca,Rio De Janeiro,Brazil,BR,True,Point,-23.01558513917358,-43.30252917595476
Hong Kong,Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,True,Point,22.26824,114.18542
Brooklyn,Brooklyn,Park Slope,New York,United States,US,True,Point,40.67644,-73.98082
Rio de Janeiro,Humaitá,Humaitá,Rio De Janeiro,Brazil,BR,True,Point,-22.95565763906539,-43.20086736218796
Rio de Janeiro,Vila Isabel,Vila Isabel,Rio De Janeiro,Brazil,BR,False,Point,-22.92176304215344,-43.24013084767151
Brooklyn,Brooklyn,Flatlands,New York,United States,US,True,Point,40.62883,-73.94586
Vila Nova de Gaia,Porto,Canidelo,Porto,Portugal,PT,False,Point,41.14143,-8.65161
Porto,Porto,Bonfim,Porto,Portugal,PT,True,Point,41.15757,-8.59399
Lahaina,Westside,Lahaina,Maui,United States,US,True,Point,20.93646,-156.69236
Honolulu,Oʻahu,Primary Urban Center,Oahu,United States,US,True,Point,21.28133,-157.82776
Istanbul,Şişli,Sisli,Istanbul,Turkey,TR,False,Point,41.06309,28.9985
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.16087,-8.6311
Cihangir-Beyoglu ,Cihangir,Beyoglu,Istanbul,Turkey,TR,False,Point,41.03154,28.98381
Kihei,Kihei/Wailea,Kihei-Makena,Maui,United States,US,True,Point,20.71322,-156.44365
Lahaina,Maui,Lahaina,Maui,United States,US,True,Point,20.93792,-156.6917
Rio de Janeiro,Botafogo,Botafogo,Rio De Janeiro,Brazil,BR,True,Point,-22.95162577090241,-43.175214261015086
Kihei,Maui,Kihei-Makena,Maui,United States,US,True,Point,20.70799,-156.44392
Üsküdar,Üsküdar,Uskudar,Istanbul,Turkey,TR,False,Point,41.03087,29.01992
Beyoğlu,Taksim,Beyoglu,Istanbul,Turkey,TR,True,Point,41.03832,28.98224
Rio de Janeiro,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,False,Point,-22.98352041283106,-43.2023558879285
Montréal,Quartier des Spectacles,Ville-Marie,Montreal,Canada,CA,True,Point,45.51424,-73.56526
Redfern,Redfern,Sydney,Sydney,Australia,AU,True,Point,-33.89373,151.21378
sydney,Central Business District,Sydney,Sydney,Australia,AU,False,Point,-33.8671,151.20677
Rio de Janeiro,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,False,Point,-22.9813700874583,-43.202238135410624
Montreal,Cote-des-Neiges-Notre-Dame-de-Grace,Côte-des-Neiges-Notre-Dame-de-Grâce,Montreal,Canada,CA,True,Point,45.50286,-73.62797
